date,region,Sales
2020-06-29,north,11754
2020-06-29,south,11580
2020-06-29,west,11313
2020-06-30,east,11718
2020-06-30,north,11823
2020-06-30,south,11697
2020-06-30,west,11403
2020-07-01,east,11751
2020-07-01,north,11562
2020-07-01,south,11514
2020-07-01,west,11526
2020-07-02,east,11823
2020-07-02,north,11658
2020-07-02,south,11568
2020-07-02,west,11889
2020-07-03,east,11385
2020-07-03,north,11256
2020-07-03,south,11727
2020-07-03,west,11871
2020-07-04,east,11430
2020-07-04,north,11880
2020-07-04,south,11511
2020-07-04,west,11601
2020-07-05,east,11871
2020-07-05,north,11676
2020-07-05,south,11898
2020-07-05,west,11415
2020-07-06,east,11289
2020-07-06,north,11088
2020-07-06,south,11223
2020-07-06,west,11163
2020-07-07,east,11496
2020-07-07,north,11211
2020-07-07,south,11721
2020-07-07,west,11787
2020-07-08,east,11613
2020-07-08,north,11361
2020-07-08,south,11091
2020-07-08,west,11280
2020-07-09,east,11241
2020-07-09,north,11973
2020-07-09,south,11799
2020-07-09,west,11334
2020-07-10,east,12120
2020-07-10,north,11655
2020-07-10,south,11640
2020-07-10,west,11556
2020-07-11,east,11520
2020-07-11,north,11259
2020-07-11,south,11577
2020-07-11,west,11436
2020-07-12,east,11838
2020-07-12,north,11592
2020-07-12,south,11598
2020-07-12,west,11283
2020-07-13,east,11331
2020-07-13,north,11628
2020-07-13,south,11148
2020-07-13,west,11313
2020-07-14,east,11664
2020-07-14,north,11334
2020-07-14,south,11319
2020-07-14,west,11523
2020-07-15,east,11190
2020-07-15,north,11379
2020-07-15,south,11775
2020-07-15,west,11235
2020-07-16,east,11529
2020-07-16,north,11292
2020-07-16,south,11496
2020-07-16,west,11544
2020-07-17,east,11547
2020-07-17,north,11757
2020-07-17,south,11703
2020-07-17,west,11610
2020-07-18,east,11676
2020-07-18,north,11934
2020-07-18,south,11595
2020-07-18,west,11391
2020-07-19,east,11703
2020-07-19,north,11562
2020-07-19,south,11631
2020-07-19,west,12090
2020-07-20,east,11268
2020-07-20,north,11607
2020-07-20,south,11400
2020-07-20,west,11697
2020-07-21,east,12084
2020-07-21,north,11706
2020-07-21,south,11637
2020-07-21,west,11742
2020-07-22,east,11580
2020-07-22,north,11562
2020-07-22,south,11703
2020-07-22,west,11238
2020-07-23,east,11967
2020-07-23,north,11688
2020-07-23,south,11754
2020-07-23,west,11220
2020-07-24,east,11604
2020-07-24,north,11580
2020-07-24,south,11226
2020-07-24,west,11778
2020-07-25,east,11871
2020-07-25,north,12045
2020-07-25,south,12144
2020-07-25,west,11394
2020-07-26,east,11100
2020-07-26,north,11553
2020-07-26,south,11424
2020-07-26,west,11577
2020-07-27,east,11673
2020-07-27,north,11130
2020-07-27,south,11331
2020-07-27,west,11703
2020-07-28,east,11658
2020-07-28,north,11532
2020-07-28,south,11331
2020-07-28,west,11676
2020-07-29,east,11709
2020-07-29,north,11298
2020-07-29,south,11622
2020-07-29,west,11667
2020-07-30,east,11511
2020-07-30,north,11394
2020-07-30,south,11349
2020-07-30,west,11520
2020-07-31,east,11508
2020-07-31,north,11406
2020-07-31,south,11526
2020-07-31,west,11352
2020-08-01,east,11274
2020-08-01,north,11478
2020-08-01,south,11835
2020-08-01,west,11073
2020-08-02,east,11604
2020-08-02,north,11475
2020-08-02,south,11853
2020-08-02,west,11475
2020-08-03,east,11358
2020-08-03,north,11655
2020-08-03,south,11502
2020-08-03,west,11715
2020-08-04,east,11571
2020-08-04,north,11349
2020-08-04,south,11520
2020-08-04,west,11613
2020-08-05,east,11892
2020-08-05,north,11892
2020-08-05,south,11553
2020-08-05,west,11586
2020-08-06,east,11520
2020-08-06,north,11553
2020-08-06,south,11679
2020-08-06,west,11088
2020-08-07,east,11454
2020-08-07,north,11208
2020-08-07,south,11379
2020-08-07,west,11724
2020-08-08,east,11706
2020-08-08,north,11766
2020-08-08,south,11670
2020-08-08,west,11697
2020-08-09,east,11424
2020-08-09,north,11247
2020-08-09,south,11757
2020-08-09,west,10896
2020-08-10,east,11568
2020-08-10,north,11574
2020-08-10,south,11757
2020-08-10,west,11868
2020-08-11,east,11232
2020-08-11,north,11334
2020-08-11,south,11745
2020-08-11,west,11211
2020-08-12,east,11523
2020-08-12,north,11424
2020-08-12,south,11253
2020-08-12,west,11394
2020-08-13,east,11652
2020-08-13,north,11454
2020-08-13,south,11361
2020-08-13,west,11523
2020-08-14,east,11487
2020-08-14,north,11898
2020-08-14,south,11475
2020-08-14,west,11550
2020-08-15,east,11709
2020-08-15,north,11862
2020-08-15,south,11223
2020-08-15,west,11967
2020-08-16,east,11694
2020-08-16,north,11664
2020-08-16,south,11562
2020-08-16,west,11406
2020-08-17,east,11541
2020-08-17,north,11592
2020-08-17,south,11811
2020-08-17,west,11790
2020-08-18,east,11367
2020-08-18,north,11355
2020-08-18,south,11667
2020-08-18,west,11418
2020-08-19,east,11559
2020-08-19,north,11577
2020-08-19,south,11508
2020-08-19,west,11208
2020-08-20,east,11766
2020-08-20,north,11661
2020-08-20,south,11592
2020-08-20,west,11787
2020-08-21,east,11286
2020-08-21,north,11394
2020-08-21,south,11256
2020-08-21,west,11307
2020-08-22,east,11499
2020-08-22,north,11199
2020-08-22,south,11325
2020-08-22,west,11259
2020-08-23,east,11928
2020-08-23,north,11298
2020-08-23,south,11562
2020-08-23,west,11466
2020-08-24,east,11901
2020-08-24,north,11613
2020-08-24,south,11349
2020-08-24,west,11760
2020-08-25,east,10962
2020-08-25,north,11772
2020-08-25,south,11355
2020-08-25,west,11472
2020-08-26,east,11355
2020-08-26,north,11478
2020-08-26,south,11691
2020-08-26,west,11709
2020-08-27,east,12054
2020-08-27,north,11463
2020-08-27,south,11400
2020-08-27,west,11802
2020-08-28,east,11484
2020-08-28,north,11373
2020-08-28,south,11421
2020-08-28,west,11421
2020-08-29,east,11799
2020-08-29,north,11523
2020-08-29,south,11625
2020-08-29,west,11799
2020-08-30,east,11766
2020-08-30,north,11667
2020-08-30,south,11364
2020-08-30,west,11805
2020-08-31,east,11568
2020-08-31,north,11613
2020-08-31,south,11568
2020-08-31,west,11097
2020-09-01,east,11175
2020-09-01,north,11526
2020-09-01,south,11634
2020-09-01,west,11544
2020-09-02,east,11514
2020-09-02,north,11400
2020-09-02,south,11619
2020-09-02,west,11478
2020-09-03,east,11613
2020-09-03,north,11445
2020-09-03,south,11733
2020-09-03,west,11616
2020-09-04,east,11274
2020-09-04,north,11520
2020-09-04,south,10986
2020-09-04,west,11640
2020-09-05,east,11847
2020-09-05,north,11730
2020-09-05,south,11655
2020-09-05,west,11817
2020-09-06,east,11265
2020-09-06,north,11625
2020-09-06,south,11832
2020-09-06,west,11877
2020-09-07,east,11847
2020-09-07,north,11424
2020-09-07,south,11799
2020-09-07,west,11505
2020-09-08,east,10992
2020-09-08,north,11508
2020-09-08,south,11265
2020-09-08,west,11688
2020-09-09,east,11289
2020-09-09,north,11574
2020-09-09,south,11793
2020-09-09,west,11166
2020-09-10,east,11454
2020-09-10,north,11307
2020-09-10,south,11532
2020-09-10,west,11745
2020-09-11,east,11313
2020-09-11,north,11712
2020-09-11,south,11838
2020-09-11,west,11514
2020-09-12,east,11643
2020-09-12,north,11520
2020-09-12,south,11532
2020-09-12,west,11706
2020-09-13,east,11760
2020-09-13,north,11187
2020-09-13,south,11169
2020-09-13,west,11367
2020-09-14,east,11964
2020-09-14,north,11631
2020-09-14,south,11799
2020-09-14,west,11562
2020-09-15,east,11508
2020-09-15,north,11454
2020-09-15,south,11319
2020-09-15,west,11307
2020-09-16,east,11742
2020-09-16,north,11391
2020-09-16,south,11712
2020-09-16,west,11457
2020-09-17,east,11424
2020-09-17,north,11205
2020-09-17,south,11865
2020-09-17,west,11535
2020-09-18,east,11448
2020-09-18,north,11589
2020-09-18,south,11508
2020-09-18,west,11802
2020-09-19,east,11850
2020-09-19,north,11829
2020-09-19,south,11490
2020-09-19,west,11559
2020-09-20,east,11880
2020-09-20,north,11034
2020-09-20,south,11661
2020-09-20,west,11313
2020-09-21,east,11754
2020-09-21,north,11214
2020-09-21,south,11163
2020-09-21,west,12069
2020-09-22,east,11718
2020-09-22,north,11382
2020-09-22,south,11445
2020-09-22,west,11388
2020-09-23,east,11478
2020-09-23,north,11625
2020-09-23,south,11715
2020-09-23,west,11727
2020-09-24,east,11730
2020-09-24,north,11343
2020-09-24,south,11838
2020-09-24,west,11655
2020-09-25,east,11820
2020-09-25,north,11262
2020-09-25,south,11868
2020-09-25,west,11472
2020-09-26,east,11157
2020-09-26,north,11580
2020-09-26,south,11631
2020-09-26,west,11595
2020-09-27,east,11238
2020-09-27,north,11937
2020-09-27,south,11712
2020-09-27,west,11283
2020-09-28,east,11241
2020-09-28,north,11295
2020-09-28,south,11496
2020-09-28,west,12144
2020-09-29,east,11274
2020-09-29,north,11694
2020-09-29,south,11703
2020-09-29,west,11394
2020-09-30,east,11607
2020-09-30,north,11394
2020-09-30,south,11469
2020-09-30,west,11514
2020-10-01,east,11601
2020-10-01,north,11451
2020-10-01,south,11625
2020-10-01,west,10770
2020-10-02,east,11673
2020-10-02,north,11472
2020-10-02,south,11457
2020-10-02,west,11634
2020-10-03,east,11472
2020-10-03,north,11544
2020-10-03,south,11751
2020-10-03,west,11115
2020-10-04,east,10953
2020-10-04,north,11595
2020-10-04,south,11466
2020-10-04,west,11646
2020-10-05,east,11025
2020-10-05,north,12000
2020-10-05,south,11757
2020-10-05,west,11496
2020-10-06,east,11934
2020-10-06,north,11928
2020-10-06,south,11289
2020-10-06,west,11607
2020-10-07,east,11634
2020-10-07,north,10908
2020-10-07,south,11523
2020-10-07,west,11235
2020-10-08,east,11478
2020-10-08,north,11430
2020-10-08,south,11898
2020-10-08,west,11313
2020-10-09,east,11175
2020-10-09,north,11655
2020-10-09,south,11409
2020-10-09,west,11427
2020-10-10,east,11490
2020-10-10,north,11820
2020-10-10,south,11538
2020-10-10,west,11361
2020-10-11,east,11859
2020-10-11,north,11466
2020-10-11,south,11649
2020-10-11,west,11463
2020-10-12,east,11649
2020-10-12,north,11388
2020-10-12,south,11787
2020-10-12,west,11994
2020-10-13,east,1515
2020-10-13,north,1578
2020-10-13,south,1638
2020-10-13,west,1683
2020-10-14,east,1584
2020-10-14,north,1680
2020-10-14,south,1755
2020-10-14,west,1590
2020-10-15,east,1716
2020-10-15,north,1518
2020-10-15,south,1701
2020-10-15,west,1563
2020-10-16,east,1515
2020-10-16,north,1638
2020-10-16,south,1689
2020-10-16,west,1632
2020-10-17,east,1509
2020-10-17,north,1509
2020-10-17,south,1791
2020-10-17,west,1776
2020-10-18,east,1578
2020-10-18,north,1524
2020-10-18,south,1716
2020-10-18,west,1713
2020-10-19,east,1554
2020-10-19,north,1656
2020-10-19,south,1725
2020-10-19,west,1524
2020-10-20,east,1758
2020-10-20,north,1569
2020-10-20,south,1758
2020-10-20,west,1614
2020-10-21,east,1722
2020-10-21,north,1740
2020-10-21,south,1521
2020-10-21,west,1605
2020-10-22,east,1710
2020-10-22,north,1749
2020-10-22,south,1638
2020-10-22,west,1668
2020-10-23,east,1635
2020-10-23,north,1635
2020-10-23,south,1533
2020-10-23,west,1575
2020-10-24,east,1707
2020-10-24,north,1737
2020-10-24,south,1593
2020-10-24,west,1536
2020-10-25,east,1605
2020-10-25,north,1689
2020-10-25,south,1680
2020-10-25,west,1617
2020-10-26,east,1656
2020-10-26,north,1746
2020-10-26,south,1518
2020-10-26,west,1542
2020-10-27,east,1683
2020-10-27,north,1581
2020-10-27,south,1716
2020-10-27,west,1518
2020-10-28,east,1644
2020-10-28,north,1746
2020-10-28,south,1587
2020-10-28,west,1731
2020-10-29,east,1557
2020-10-29,north,1770
2020-10-29,south,1692
2020-10-29,west,1524
2020-10-30,east,1776
2020-10-30,north,1773
2020-10-30,south,1689
2020-10-30,west,1686
2020-10-31,east,1755
2020-10-31,north,1581
2020-10-31,south,1758
2020-10-31,west,1668
2020-11-01,east,1770
2020-11-01,north,1665
2020-11-01,south,1551
2020-11-01,west,1593
2020-11-02,east,1740
2020-11-02,north,1734
2020-11-02,south,1500
2020-11-02,west,1686
2020-11-03,east,1746
2020-11-03,north,1551
2020-11-03,south,1752
2020-11-03,west,1581
2020-11-04,east,1545
2020-11-04,north,1773
2020-11-04,south,1788
2020-11-04,west,1506
2020-11-05,east,1686
2020-11-05,north,1644
2020-11-05,south,1605
2020-11-05,west,1539
2020-11-06,east,1659
2020-11-06,north,1725
2020-11-06,south,1599
2020-11-06,west,1575
2020-11-07,east,1587
2020-11-07,north,1653
2020-11-07,south,1641
2020-11-07,west,1758
2020-11-08,east,1581
2020-11-08,north,1785
2020-11-08,south,1695
2020-11-08,west,1734
2020-11-09,east,1593
2020-11-09,north,1788
2020-11-09,south,1593
2020-11-09,west,1512
2020-11-10,east,1695
2020-11-10,north,1638
2020-11-10,south,1734
2020-11-10,west,1638
2020-11-11,east,1731
2020-11-11,north,1695
2020-11-11,south,1533
2020-11-11,west,1689
2020-11-12,east,1686
2020-11-12,north,1713
2020-11-12,south,1596
2020-11-12,west,1515
2020-11-13,east,1677
2020-11-13,north,1581
2020-11-13,south,1521
2020-11-13,west,1635
2020-11-14,east,1602
2020-11-14,north,1749
2020-11-14,south,1542
2020-11-14,west,1557
2020-11-15,east,1794
2020-11-15,north,1686
2020-11-15,south,1638
2020-11-15,west,1659
2020-11-16,east,1626
2020-11-16,north,1773
2020-11-16,south,1671
2020-11-16,west,1725
2020-11-17,east,1734
2020-11-17,north,1686
2020-11-17,south,1521
2020-11-17,west,1530
2020-11-18,east,1752
2020-11-18,north,1698
2020-11-18,south,1770
2020-11-18,west,1662
2020-11-19,east,1635
2020-11-19,north,1566
2020-11-19,south,1590
2020-11-19,west,1698
2020-11-20,east,1527
2020-11-20,north,1683
2020-11-20,south,1653
2020-11-20,west,1524
2020-11-21,east,1623
2020-11-21,north,1593
2020-11-21,south,1656
2020-11-21,west,1638
2020-11-22,east,1656
2020-11-22,north,1596
2020-11-22,south,1575
2020-11-22,west,1725
2020-11-23,east,1641
2020-11-23,north,1767
2020-11-23,south,1650
2020-11-23,west,1632
2020-11-24,east,1743
2020-11-24,north,1602
2020-11-24,south,1632
2020-11-24,west,1617
2020-11-25,east,1791
2020-11-25,north,1725
2020-11-25,south,1761
2020-11-25,west,1620
2020-11-26,east,1665
2020-11-26,north,1770
2020-11-26,south,1791
2020-11-26,west,1743
2020-11-27,east,1680
2020-11-27,north,1632
2020-11-27,south,1587
2020-11-27,west,1656
2020-11-28,east,1719
2020-11-28,north,1746
2020-11-28,south,1599
2020-11-28,west,1794
2020-11-29,east,1647
2020-11-29,north,1758
2020-11-29,south,1557
2020-11-29,west,1740
2020-11-30,east,1614
2020-11-30,north,1635
2020-11-30,south,1584
2020-11-30,west,1749
2020-12-01,east,1620
2020-12-01,north,1587
2020-12-01,south,1719
2020-12-01,west,1656
2020-12-02,east,1737
2020-12-02,north,1554
2020-12-02,south,1755
2020-12-02,west,1548
2020-12-03,east,1746
2020-12-03,north,1572
2020-12-03,south,1560
2020-12-03,west,1788
2020-12-04,east,1518
2020-12-04,north,1638
2020-12-04,south,1626
2020-12-04,west,1773
2020-12-05,east,1722
2020-12-05,north,1707
2020-12-05,south,1614
2020-12-05,west,1524
2020-12-06,east,1566
2020-12-06,north,1560
2020-12-06,south,1617
2020-12-06,west,1515
2020-12-07,east,1596
2020-12-07,north,1509
2020-12-07,south,1545
2020-12-07,west,1671
2020-12-08,east,1800
2020-12-08,north,1686
2020-12-08,south,1785
2020-12-08,west,1590
2020-12-09,east,1584
2020-12-09,north,1788
2020-12-09,south,1788
2020-12-09,west,1665
2020-12-10,east,1569
2020-12-10,north,1620
2020-12-10,south,1725
2020-12-10,west,1533
2020-12-11,east,1650
2020-12-11,north,1503
2020-12-11,south,1713
2020-12-11,west,1776
2020-12-12,east,1623
2020-12-12,north,1629
2020-12-12,south,1662
2020-12-12,west,1590
2020-12-13,east,1683
2020-12-13,north,1650
2020-12-13,south,1647
2020-12-13,west,1530
2020-12-14,east,1548
2020-12-14,north,1746
2020-12-14,south,1551
2020-12-14,west,1767
2020-12-15,east,1578
2020-12-15,north,1785
2020-12-15,south,1734
2020-12-15,west,1596
2020-12-16,east,1581
2020-12-16,north,1779
2020-12-16,south,1770
2020-12-16,west,1614
2020-12-17,east,1677
2020-12-17,north,1506
2020-12-17,south,1533
2020-12-17,west,1737
2020-12-18,east,1794
2020-12-18,north,1635
2020-12-18,south,1800
2020-12-18,west,1653
2020-12-19,east,1575
2020-12-19,north,1719
2020-12-19,south,1674
2020-12-19,west,1650
2020-12-20,east,1614
2020-12-20,north,1707
2020-12-20,south,1692
2020-12-20,west,1563
2020-12-21,east,1599
2020-12-21,north,1575
2020-12-21,south,1506
2020-12-21,west,1686
2020-12-22,east,1722
2020-12-22,north,1518
2020-12-22,south,1677
2020-12-22,west,1566
2020-12-23,east,1785
2020-12-23,north,1677
2020-12-23,south,1542
2020-12-23,west,1671
2020-12-24,east,1563
2020-12-24,north,1725
2020-12-24,south,1506
2020-12-24,west,1668
2020-12-25,east,1797
2020-12-25,north,1782
2020-12-25,south,1557
2020-12-25,west,1563
2020-12-26,east,1698
2020-12-26,north,1554
2020-12-26,south,1650
2020-12-26,west,1737
2020-12-27,east,1770
2020-12-27,north,1770
2020-12-27,south,1734
2020-12-27,west,1524
2020-12-28,east,1758
2020-12-28,north,1725
2020-12-28,south,1536
2020-12-28,west,1683
2020-12-29,east,1614
2020-12-29,north,1518
2020-12-29,south,1677
2020-12-29,west,1767
2020-12-30,east,1584
2020-12-30,north,1524
2020-12-30,south,1530
2020-12-30,west,1791
2020-12-31,east,1770
2020-12-31,north,1740
2020-12-31,south,1698
2020-12-31,west,1650
2021-01-01,east,1671
2021-01-01,north,1536
2021-01-01,south,1542
2021-01-01,west,1752
2021-01-02,east,1584
2021-01-02,north,1794
2021-01-02,south,1620
2021-01-02,west,1503
2021-01-03,east,1677
2021-01-03,north,1758
2021-01-03,south,1578
2021-01-03,west,1722
2021-01-04,east,1731
2021-01-04,north,1590
2021-01-04,south,1785
2021-01-04,west,1686
2021-01-05,east,1683
2021-01-05,north,1536
2021-01-05,south,1578
2021-01-05,west,1608
2021-01-06,east,1638
2021-01-06,north,1743
2021-01-06,south,1743
2021-01-06,west,1788
2021-01-07,east,1596
2021-01-07,north,1716
2021-01-07,south,1602
2021-01-07,west,1797
2021-01-08,east,1662
2021-01-08,north,1662
2021-01-08,south,1668
2021-01-08,west,1521
2021-01-09,east,1743
2021-01-09,north,1563
2021-01-09,south,1647
2021-01-09,west,1653
2021-01-10,east,1512
2021-01-10,north,1731
2021-01-10,south,1608
2021-01-10,west,1545
2021-01-11,east,1536
2021-01-11,north,1740
2021-01-11,south,1611
2021-01-11,west,1626
2021-01-12,east,1539
2021-01-12,north,1614
2021-01-12,south,1572
2021-01-12,west,1605
2021-01-13,east,1779
2021-01-13,north,1545
2021-01-13,south,1542
2021-01-13,west,1680
2021-01-14,east,1614
2021-01-14,north,1701
2021-01-14,south,1677
2021-01-14,west,1590
2021-01-15,east,1308
2021-01-15,north,1215
2021-01-15,south,1317
2021-01-15,west,1437
2021-01-16,east,1404
2021-01-16,north,1266
2021-01-16,south,1287
2021-01-16,west,1434
2021-01-17,east,1263
2021-01-17,north,1485
2021-01-17,south,1392
2021-01-17,west,1254
2021-01-18,east,1275
2021-01-18,north,1230
2021-01-18,south,1446
2021-01-18,west,1395
2021-01-19,east,1404
2021-01-19,north,1401
2021-01-19,south,1263
2021-01-19,west,1452
2021-01-20,east,1242
2021-01-20,north,1449
2021-01-20,south,1497
2021-01-20,west,1443
2021-01-21,east,1347
2021-01-21,north,1254
2021-01-21,south,1287
2021-01-21,west,1398
2021-01-22,east,1206
2021-01-22,north,1476
2021-01-22,south,1338
2021-01-22,west,1428
2021-01-23,east,1452
2021-01-23,north,1215
2021-01-23,south,1251
2021-01-23,west,1305
2021-01-24,east,1353
2021-01-24,north,1209
2021-01-24,south,1467
2021-01-24,west,1251
2021-01-25,east,1320
2021-01-25,north,1326
2021-01-25,south,1287
2021-01-25,west,1296
2021-01-26,east,1299
2021-01-26,north,1230
2021-01-26,south,1368
2021-01-26,west,1407
2021-01-27,east,1236
2021-01-27,north,1200
2021-01-27,south,1206
2021-01-27,west,1212
2021-01-28,east,1371
2021-01-28,north,1284
2021-01-28,south,1386
2021-01-28,west,1203
2021-01-29,east,1479
2021-01-29,north,1377
2021-01-29,south,1317
2021-01-29,west,1257
2021-01-30,east,1422
2021-01-30,north,1440
2021-01-30,south,1374
2021-01-30,west,1299
2021-01-31,east,1329
2021-01-31,north,1458
2021-01-31,south,1356
2021-01-31,west,1287
2021-02-01,east,1374
2021-02-01,north,1410
2021-02-01,south,1308
2021-02-01,west,1269
2021-02-02,east,1458
2021-02-02,north,1389
2021-02-02,south,1260
2021-02-02,west,1329
2021-02-03,east,1266
2021-02-03,north,1200
2021-02-03,south,1413
2021-02-03,west,1344
2021-02-04,east,1380
2021-02-04,north,1428
2021-02-04,south,1383
2021-02-04,west,1272
2021-02-05,east,1329
2021-02-05,north,1311
2021-02-05,south,1377
2021-02-05,west,1230
2021-02-06,east,1257
2021-02-06,north,1335
2021-02-06,south,1443
2021-02-06,west,1320
2021-02-07,east,1248
2021-02-07,north,1242
2021-02-07,south,1239
2021-02-07,west,1206
2021-02-08,east,1251
2021-02-08,north,1437
2021-02-08,south,1407
2021-02-08,west,1350
2021-02-09,east,1473
2021-02-09,north,1227
2021-02-09,south,1407
2021-02-09,west,1356
2021-02-10,east,1227
2021-02-10,north,1278
2021-02-10,south,1221
2021-02-10,west,1287
2021-02-11,east,1251
2021-02-11,north,1392
2021-02-11,south,1410
2021-02-11,west,1296
2021-02-12,east,1338
2021-02-12,north,1425
2021-02-12,south,1338
2021-02-12,west,1278
2021-02-13,east,1263
2021-02-13,north,1455
2021-02-13,south,1479
2021-02-13,west,1491
2021-02-14,east,1371
2021-02-14,north,1404
2021-02-14,south,1344
2021-02-14,west,1425
2021-02-15,east,1359
2021-02-15,north,1266
2021-02-15,south,1395
2021-02-15,west,1305
2021-02-16,east,1308
2021-02-16,north,1377
2021-02-16,south,1350
2021-02-16,west,1479
2021-02-17,east,1410
2021-02-17,north,1428
2021-02-17,south,1278
2021-02-17,west,1482
2021-02-18,east,1488
2021-02-18,north,1203
2021-02-18,south,1275
2021-02-18,west,1344
2021-02-19,east,1230
2021-02-19,north,1275
2021-02-19,south,1455
2021-02-19,west,1227
2021-02-20,east,1452
2021-02-20,north,1356
2021-02-20,south,1263
2021-02-20,west,1440
2021-02-21,east,1302
2021-02-21,north,1407
2021-02-21,south,1224
2021-02-21,west,1467
2021-02-22,east,1320
2021-02-22,north,1287
2021-02-22,south,1230
2021-02-22,west,1284
2021-02-23,east,1233
2021-02-23,north,1494
2021-02-23,south,1422
2021-02-23,west,1428
2021-02-24,east,1341
2021-02-24,north,1398
2021-02-24,south,1452
2021-02-24,west,1227
2021-02-25,east,1380
2021-02-25,north,1323
2021-02-25,south,1239
2021-02-25,west,1221
2021-02-26,east,1362
2021-02-26,north,1473
2021-02-26,south,1410
2021-02-26,west,1389
2021-02-27,east,1290
2021-02-27,north,1200
2021-02-27,south,1383
2021-02-27,west,1383
2021-02-28,east,1374
2021-02-28,north,1287
2021-02-28,south,1293
2021-02-28,west,1293
2021-03-01,east,1311
2021-03-01,north,1416
2021-03-01,south,1458
2021-03-01,west,1347
2021-03-02,east,1329
2021-03-02,north,1422
2021-03-02,south,1380
2021-03-02,west,1335
2021-03-03,east,1215
2021-03-03,north,1443
2021-03-03,south,1200
2021-03-03,west,1428
2021-03-04,east,1323
2021-03-04,north,1434
2021-03-04,south,1401
2021-03-04,west,1221
2021-03-05,east,1227
2021-03-05,north,1248
2021-03-05,south,1404
2021-03-05,west,1203
2021-03-06,east,1383
2021-03-06,north,1245
2021-03-06,south,1314
2021-03-06,west,1314
2021-03-07,east,1410
2021-03-07,north,1332
2021-03-07,south,1215
2021-03-07,west,1455
2021-03-08,east,1485
2021-03-08,north,1302
2021-03-08,south,1257
2021-03-08,west,1437
2021-03-09,east,1308
2021-03-09,north,1428
2021-03-09,south,1200
2021-03-09,west,1419
2021-03-10,east,1203
2021-03-10,north,1428
2021-03-10,south,1392
2021-03-10,west,1362
2021-03-11,east,1239
2021-03-11,north,1203
2021-03-11,south,1446
2021-03-11,west,1302
2021-03-12,east,1494
2021-03-12,north,1305
2021-03-12,south,1386
2021-03-12,west,1440
2021-03-13,east,1383
2021-03-13,north,1239
2021-03-13,south,1299
2021-03-13,west,1260
2021-03-14,east,1380
2021-03-14,north,1347
2021-03-14,south,1419
2021-03-14,west,1404
2021-03-15,east,1434
2021-03-15,north,1398
2021-03-15,south,1467
2021-03-15,west,1326
2021-03-16,east,1341
2021-03-16,north,1419
2021-03-16,south,1500
2021-03-16,west,1488
2021-03-17,east,1488
2021-03-17,north,1239
2021-03-17,south,1395
2021-03-17,west,1359
2021-03-18,east,1269
2021-03-18,north,1464
2021-03-18,south,1212
2021-03-18,west,1245
2021-03-19,east,1404
2021-03-19,north,1221
2021-03-19,south,1497
2021-03-19,west,1332
2021-03-20,east,1395
2021-03-20,north,1428
2021-03-20,south,1416
2021-03-20,west,1404
2021-03-21,east,1266
2021-03-21,north,1380
2021-03-21,south,1218
2021-03-21,west,1494
2021-03-22,east,1470
2021-03-22,north,1452
2021-03-22,south,1218
2021-03-22,west,1389
2021-03-23,east,1293
2021-03-23,north,1482
2021-03-23,south,1344
2021-03-23,west,1203
2021-03-24,east,1248
2021-03-24,north,1203
2021-03-24,south,1245
2021-03-24,west,1437
2021-03-25,east,1278
2021-03-25,north,1461
2021-03-25,south,1233
2021-03-25,west,1419
2021-03-26,east,1326
2021-03-26,north,1392
2021-03-26,south,1395
2021-03-26,west,1335
2021-03-27,east,1287
2021-03-27,north,1479
2021-03-27,south,1305
2021-03-27,west,1251
2021-03-28,east,1413
2021-03-28,north,1386
2021-03-28,south,1242
2021-03-28,west,1446
2021-03-29,east,1215
2021-03-29,north,1485
2021-03-29,south,1203
2021-03-29,west,1359
2021-03-30,east,1446
2021-03-30,north,1254
2021-03-30,south,1434
2021-03-30,west,1221
2021-03-31,east,1464
2021-03-31,north,1485
2021-03-31,south,1281
2021-03-31,west,1263
2021-04-01,east,1488
2021-04-01,north,1443
2021-04-01,south,1200
2021-04-01,west,1497
2021-04-02,east,1488
2021-04-02,north,1356
2021-04-02,south,1260
2021-04-02,west,1395
2021-04-03,east,1305
2021-04-03,north,1407
2021-04-03,south,1203
2021-04-03,west,1398
2021-04-04,east,1299
2021-04-04,north,1488
2021-04-04,south,1473
2021-04-04,west,1413
2021-04-05,east,1290
2021-04-05,north,1362
2021-04-05,south,1449
2021-04-05,west,1329
2021-04-06,east,1353
2021-04-06,north,1464
2021-04-06,south,1461
2021-04-06,west,1356
2021-04-07,east,1272
2021-04-07,north,1212
2021-04-07,south,1275
2021-04-07,west,1242
2021-04-08,east,1440
2021-04-08,north,1281
2021-04-08,south,1230
2021-04-08,west,1224
2021-04-09,east,1347
2021-04-09,north,1359
2021-04-09,south,1404
2021-04-09,west,1470
2021-04-10,east,1239
2021-04-10,north,1431
2021-04-10,south,1353
2021-04-10,west,1377
2021-04-11,east,1455
2021-04-11,north,1449
2021-04-11,south,1413
2021-04-11,west,1290
2021-04-12,east,1248
2021-04-12,north,1371
2021-04-12,south,1389
2021-04-12,west,1383
2021-04-13,east,1317
2021-04-13,north,1269
2021-04-13,south,1428
2021-04-13,west,1395
2021-04-14,east,1491
2021-04-14,north,1227
2021-04-14,south,1422
2021-04-14,west,1251
2021-04-15,east,1230
2021-04-15,north,1311
2021-04-15,south,1365
2021-04-15,west,1392
2021-04-16,east,1269
2021-04-16,north,1401
2021-04-16,south,1449
